0002_c007_00085070_0.jpg,33.96,0.976
0003_c019_00019530_0.jpg,37.22,0.980
0004_c001_00043970_0.jpg,36.14,0.974
0005_c002_00075730_0.jpg,38.87,0.976
0720_c001_00073710_1.jpg,30.66,0.976
0720_c003_00069820_0.jpg,36.53,0.972
0720_c006_00070305_0.jpg,38.16,0.972
0774_c009_00056855_0.jpg,34.35,0.969
0775_c008_00071750_0.jpg,31.14,0.963
0775_c009_00071670_0.jpg,37.53,0.975
